water_district,wdid,admin_number,admin_date
2,0200709,9612.00000,1876-04-25
2,0200709,9618.00000,1876-05-01
2,0200709,9649.00000,1876-06-01
2,0200709,9983.00000,1877-05-01
2,0200709,10043.00000,1877-06-30
2,0200709,10044.00000,1877-07-01
2,0200709,10763.00000,1879-06-20
2,0200709,10798.00000,1879-07-25
2,0200709,10957.00000,1879-12-31
2,0200709,11032.00000,1880-03-15
2,0200709,11068.00000,1880-04-20
2,0200709,11108.00000,1880-05-30
2,0200709,11110.00000,1880-06-01
2,0200709,11118.00000,1880-06-09
2,0200709,11129.00000,1880-06-20
2,0200709,11171.00000,1880-08-01
2,0200709,11550.00000,1881-08-15
2,0200709,11748.00000,1882-03-01
2,0200709,11809.00000,1882-05-01
2,0200709,11823.00000,1882-05-15
2,0200709,11829.00000,1882-05-21
2,0200709,14380.00000,1889-05-15
2,0200709,12560.00000,1884-05-21
2,0200709,12924.00000,1885-05-20
2,0200709,14536.12936,1889-10-18
2,0200709,14536.14427,1889-10-18
2,0200709,16718.00000,1895-10-09
2,0200709,23152.12608,1913-05-22
2,0200709,8546.00000,1873-05-25
2,0200709,9241.00000,1875-04-20
2,0200709,10337.00000,1878-04-20
2,0200709,10367.00000,1878-05-20
2,0200709,10774.00000,1879-07-01
2,0200709,10788.00000,1879-07-15
2,0200709,11816.00000,1882-05-08
2,0200709,11849.00000,1882-06-10
2,0200709,11853.00000,1882-06-14
2,0200709,11854.00000,1882-06-15
2,0200709,11867.00000,1882-06-28
2,0200709,8861.00000,1874-04-05
2,0200709,11098.00000,1880-05-20
2,0200711,55667.00000,2002-05-30
2,0200711,55882.55667,2002-12-31
2,0200711,55514.00000,2001-12-28
2,0200711,58437.00000,2009-12-29
2,0200712,55514.00000,2001-12-28
2,0200712,58317.00000,2009-08-31
2,0200712,4822.00000,1863-03-15
2,0200800,4822.00000,1863-03-15
2,0200800,8857.00000,1874-04-01
2,0200800,29386.26117,1930-06-16
2,0200800,4353.00000,1861-12-01
2,0200800,5418.00000,1864-10-31
2,0200800,5753.00000,1865-10-01
2,0200800,7015.00000,1869-03-16
2,0200800,11748.00000,1882-03-01
2,0200800,7791.00000,1871-05-01
2,0200800,4170.00000,1861-06-01
2,0200800,4627.00000,1862-09-01
2,0200800,4362.00000,1861-12-10
2,0200802,5205.00000,1864-04-01
2,0200802,4536.00000,1862-06-02
2,0200802,13108.00000,1885-11-20
2,0200802,21150.00000,1907-11-28
2,0200802,21252.00000,1908-03-09
2,0200802,6391.00000,1867-07-01
2,0200802,9241.00000,1875-04-20
2,0200802,10337.00000,1878-04-20
2,0200802,6405.00000,1867-07-15
2,0200802,11816.00000,1882-05-08
2,0200802,10774.00000,1879-07-01
2,0200802,11849.00000,1882-06-10
2,0200802,10788.00000,1879-07-15
2,0200802,11854.00000,1882-06-15
2,0200802,11867.00000,1882-06-28
2,0200802,11853.00000,1882-06-14
2,0200802,47481.00000,1979-12-31
2,0200802,23152.12608,1913-05-22
2,0200802,9246.00000,1875-04-25
2,0200802,9612.00000,1876-04-25
2,0200802,10043.00000,1877-06-30
2,0200802,8202.00000,1872-06-15
2,0200802,8157.00000,1872-05-01
2,0200802,11110.00000,1880-06-01
2,0200802,11118.00000,1880-06-09
2,0200802,8541.00000,1873-05-20
2,0200802,9252.00000,1875-05-01
2,0200802,11809.00000,1882-05-01
2,0200802,11829.00000,1882-05-21
2,0200802,9983.00000,1877-05-01
2,0200802,9649.00000,1876-06-01
2,0200802,12560.00000,1884-05-21
2,0200802,12554.00000,1884-05-15
2,0200802,7805.00000,1871-05-15
2,0200802,9100.00000,1874-11-30
2,0200802,10957.00000,1879-12-31
2,0200802,11108.00000,1880-05-30
2,0200802,9071.00000,1874-11-01
2,0200802,11171.00000,1880-08-01
2,0200802,9618.00000,1876-05-01
2,0200802,10044.00000,1877-07-01
2,0200802,10798.00000,1879-07-25
2,0200802,9266.00000,1875-05-15
2,0200802,10763.00000,1879-06-20
2,0200802,9313.00000,1875-07-01
2,0200802,8171.00000,1872-05-15
2,0200802,11453.00000,1881-05-10
2,0200802,11068.00000,1880-04-20
2,0200802,9233.00000,1875-04-12
2,0200802,11748.00000,1882-03-01
2,0200802,8546.00000,1873-05-25
2,0200802,4565.00000,1862-07-01
2,0200802,10367.00000,1878-05-20
2,0200802,11098.00000,1880-05-20
2,0200802,4323.00000,1861-11-01
2,0200802,4198.00000,1861-06-29
2,0200802,5057.00000,1863-11-05
2,0200802,6273.00000,1867-03-05
2,0200802,8861.00000,1874-04-05
2,0200802,11129.00000,1880-06-20
2,0200802,11032.00000,1880-03-15
2,0200802,12924.00000,1885-05-20
2,0200802,14536.12936,1889-10-18
2,0200802,16718.00000,1895-10-09
2,0200802,14536.14427,1889-10-18
2,0200802,48974.00000,1984-02-01
2,0200802,9592.00000,1876-04-05
2,0200802,11550.00000,1881-08-15
2,0200802,51864.50687,1991-12-31
2,0200802,21562.00000,1909-01-13
2,0200802,25050.18947,1918-08-02
2,0200802,20069.00000,1904-12-12
2,0200802,48212.47246,1981-12-31
2,0200802,21288.00000,1908-04-14
2,0200802,20849.00000,1907-01-31
2,0200802,20842.00000,1907-01-24
2,0200802,20347.00000,1905-09-16
2,0200802,20848.00000,1907-01-30
2,0200802,49673.49271,1985-12-31
2,0200802,22355.00000,1911-03-17
2,0200802,26498.00000,1922-07-20
2,0200802,26088.00000,1921-06-05
2,0200802,25353.00000,1919-06-01
2,0200802,21698.00000,1909-05-29
2,0200802,25050.24864,1918-08-02
2,0200802,26463.00000,1922-06-15
2,0200802,22239.00000,1910-11-21
2,0200802,26399.00000,1922-04-12
2,0200802,47116.46386,1978-12-31
2,0200802,52595.20920,1993-12-31
2,0200802,53291.00000,1995-11-27
2,0200802,53557.00000,1996-08-19
2,0200802,56025.00000,2003-05-23
2,0200802,55504.00000,2001-12-18
2,0200802,55667.00000,2002-05-30
2,0200802,55882.55667,2002-12-31
2,0200802,55514.00000,2001-12-28
2,0200802,50403.47481,1987-12-31
2,0200802,57494.00000,2007-05-31
2,0200802,58366.00000,2009-10-19
2,0200802,58437.00000,2009-12-29
2,0200802,58317.00000,2009-08-31
2,0200802,58132.00000,2009-02-27
2,0200802,58439.00000,2009-12-31
2,0200802,59080.00000,2011-10-03
2,0200802,59167.00000,2011-12-29
2,0200802,59068.00000,2011-09-21
2,0200802,56611.00000,2004-12-29
2,0200802,60264.00000,2014-12-30
2,0200802,4822.00000,1863-03-15
2,0200802,60750.00000,2016-04-29
2,0200802,61695.00000,NA
2,0200802,60980.00000,2016-12-15
2,0200802,61330.00000,2017-11-30
2,0200806,4139.00000,1861-05-01
2,0200806,56491.00000,2004-08-31
2,0200806,54013.00000,1997-11-18
2,0200806,4822.00000,1863-03-15
2,0200808,5600.00000,1865-05-01
2,0200808,9686.00000,1876-07-08
2,0200808,10901.00000,1879-11-05
2,0200808,11993.00000,1882-11-01
2,0200808,20568.00000,1906-04-25
2,0200808,20181.00000,1905-04-03
2,0200808,51864.00000,1991-12-31
2,0200808,53691.00000,1996-12-31
2,0200808,55091.00000,2000-10-31
2,0200808,55609.00000,2002-04-02
2,0200808,55498.00000,2001-12-12
2,0200808,55514.00000,2001-12-28
2,0200808,56445.00000,2004-07-16
2,0200808,58366.00000,2009-10-19
2,0200808,58438.00000,2009-12-30
2,0200808,58439.00000,2009-12-31
2,0200808,58317.00000,2009-08-31
2,0200808,58132.00000,2009-02-27
2,0200808,56151.00000,2003-09-26
2,0200808,58802.00000,2010-12-29
2,0200808,57340.00000,2006-12-28
2,0200808,54161.00000,1998-04-15
2,0200808,57856.00000,2008-05-27
2,0200808,59710.00000,2013-06-24
2,0200808,4822.00000,1863-03-15
2,0200808,60629.00000,2015-12-30
2,0200808,61695.00000,NA
2,0200809,3744.00000,1860-04-01
2,0200809,4869.00000,1863-05-01
2,0200809,8218.00000,1872-07-01
2,0200809,11338.00000,1881-01-15
2,0200809,51864.00000,1991-12-31
2,0200809,53691.00000,1996-12-31
2,0200809,56224.00000,2003-12-08
2,0200809,54776.00000,1999-12-21
2,0200809,19055.00000,1902-03-04
2,0200809,8176.00000,1872-05-20
2,0200809,20890.19055,1907-03-13
2,0200809,11841.07184,1882-06-02
2,0200809,15895.07184,1893-07-08
2,0200809,55149.00000,2000-12-28
2,0200809,3789.00000,1860-05-16
2,0200809,3804.00000,1860-05-31
2,0200809,3835.00000,1860-07-01
2,0200809,4896.00000,1863-05-28
2,0200809,4919.00000,1863-06-20
2,0200809,5592.00000,1865-04-23
2,0200809,7449.00000,1870-05-24
2,0200809,8127.00000,1872-04-01
2,0200809,13240.00000,1886-04-01
2,0200809,16549.00000,1895-04-23
2,0200809,16718.08127,1895-10-09
2,0200809,20281.00000,1905-07-12
2,0200809,4535.00000,1862-06-01
2,0200809,5538.00000,1865-02-28
2,0200809,5615.00000,1865-05-16
2,0200809,10184.00000,1877-11-18
2,0200809,10546.00000,1878-11-15
2,0200809,11647.00000,1881-11-20
2,0200809,16718.10184,1895-10-09
2,0200809,3896.00000,1860-08-31
2,0200809,4554.00000,1862-06-20
2,0200809,5295.00000,1864-06-30
2,0200809,57096.00000,2006-04-28
2,0200809,54510.00000,1999-03-30
2,0200809,60629.00000,2015-12-30
2,0200809,60630.60629,2015-12-31
2,0200810,5083.00000,1863-12-01
2,0200810,7975.00000,1871-11-01
2,0200810,53942.00000,1997-09-08
2,0200810,53985.00000,1997-10-21
2,0200810,53946.00000,1997-09-12
2,0200810,51864.00000,1991-12-31
2,0200810,53691.00000,1996-12-31
2,0200810,56224.00000,2003-12-08
2,0200810,54776.00000,1999-12-21
2,0200810,19055.00000,1902-03-04
2,0200810,8176.00000,1872-05-20
2,0200810,20890.19055,1907-03-13
2,0200810,11841.07184,1882-06-02
2,0200810,15895.07184,1893-07-08
2,0200810,55149.00000,2000-12-28
2,0200810,56602.00000,2004-12-20
2,0200810,3789.00000,1860-05-16
2,0200810,3804.00000,1860-05-31
2,0200810,3835.00000,1860-07-01
2,0200810,4896.00000,1863-05-28
2,0200810,4919.00000,1863-06-20
2,0200810,5592.00000,1865-04-23
2,0200810,7449.00000,1870-05-24
2,0200810,8127.00000,1872-04-01
2,0200810,13240.00000,1886-04-01
2,0200810,16549.00000,1895-04-23
2,0200810,16718.08127,1895-10-09
2,0200810,20281.00000,1905-07-12
2,0200810,4535.00000,1862-06-01
2,0200810,5538.00000,1865-02-28
2,0200810,5615.00000,1865-05-16
2,0200810,10184.00000,1877-11-18
2,0200810,10546.00000,1878-11-15
2,0200810,11647.00000,1881-11-20
2,0200810,16718.10184,1895-10-09
2,0200810,3896.00000,1860-08-31
2,0200810,4554.00000,1862-06-20
2,0200810,5295.00000,1864-06-30
2,0200810,57096.00000,2006-04-28
2,0200810,55498.00000,2001-12-12
2,0200810,58438.00000,2009-12-30
2,0200810,55152.55074,2000-12-31
2,0200810,54056.00000,1997-12-31
2,0200810,58802.00000,2010-12-29
2,0200810,57340.00000,2006-12-28
2,0200812,4883.00000,1863-05-15
2,0200812,8659.00000,1873-09-15
2,0200812,7739.00000,1871-03-10
2,0200812,52886.00000,1994-10-18
2,0200812,51864.51864,1991-12-31
2,0200812,51864.00000,1991-12-31
2,0200812,53691.00000,1996-12-31
2,0200812,56602.00000,2004-12-20
2,0200812,57096.00000,2006-04-28
2,0200812,56613.56563,2004-12-31
2,0200812,56978.56672,2005-12-31
2,0200812,57194.00000,2006-08-04
2,0200812,56977.00000,2005-12-30
2,0200812,58438.00000,2009-12-30
2,0200812,57395.00000,2007-02-21
2,0200812,59747.00000,2013-07-31
2,0200812,59169.00000,2011-12-31
2,0200812,59382.00000,2012-07-31
2,0200812,60201.00000,2014-10-28
2,0200813,4565.00000,1862-07-01
2,0200813,7671.00000,1871-01-01
2,0200813,8689.00000,1873-10-15
2,0200813,55231.00000,2001-03-20
2,0200813,58438.00000,2009-12-30
2,0200814,7739.00000,1871-03-10
2,0200814,9222.00000,1875-04-01
2,0200815,8872.00000,1874-04-16
2,0200815,9283.00000,1875-06-01
2,0200815,9627.00000,1876-05-10
2,0200817,7948.00000,1871-10-05
2,0200817,9455.00000,1875-11-20
2,0200817,21709.00000,1909-06-09
2,0200817,25050.21709,1918-08-02
2,0200817,48974.00000,1984-02-01
2,0200817,21698.00000,1909-05-29
2,0200817,55819.00000,2002-10-29
2,0200817,57806.00000,2008-04-07
2,0200817,56977.00000,2005-12-30
2,0200817,57494.00000,2007-05-31
2,0200817,58409.00000,2009-12-01
2,0200817,25050.21698,1918-08-02
2,0200817,61359.00000,2017-12-29
2,0200821,5965.00000,1866-05-01
2,0200821,11807.00000,1882-04-29
2,0200821,51864.51864,1991-12-31
2,0200821,56602.00000,2004-12-20
2,0200821,57194.00000,2006-08-04
2,0200821,56977.00000,2005-12-30
2,0200821,58438.00000,2009-12-30
2,0200821,59889.00000,2013-12-20
2,0200822,5967.00000,1866-05-03
2,0200822,9597.00000,1876-04-10
2,0200822,10215.00000,1877-12-19
2,0200822,50038.49917,1986-12-31
2,0200822,55517.55050,2001-12-31
2,0200822,58992.00000,2011-07-07
2,0200822,59889.00000,2013-12-20
2,0200822,59287.00000,2012-04-27
2,0200824,5803.00000,1865-11-20
2,0200824,9821.00000,1876-11-20
2,0200824,10897.00000,1879-11-01
2,0200824,49631.00000,1985-11-19
2,0200824,56613.56529,2004-12-31
2,0200824,56978.56672,2005-12-31
2,0200824,56977.00000,2005-12-30
2,0200824,60980.00000,2016-12-15
2,0200825,5969.00000,1866-05-05
2,0200825,7892.00000,1871-08-10
2,0200825,16097.00000,1894-01-26
2,0200825,50114.00000,1987-03-17
2,0200825,56977.00000,2005-12-30
2,0200825,60750.00000,2016-04-29
2,0200825,60980.00000,2016-12-15
2,0200826,5631.00000,1865-06-01
2,0200826,7892.00000,1871-08-10
2,0200826,5969.00000,1866-05-05
2,0200826,56247.00000,2003-12-31
2,0200826,57494.00000,2007-05-31
2,0200827,8670.00000,1873-09-26
2,0200827,60995.00000,2016-12-30
2,0200828,8670.00000,1873-09-26
2,0200828,9075.00000,1874-11-05
2,0200828,11629.00000,1881-11-02
2,0200828,18437.00000,1900-06-24
2,0200828,17706.00000,1898-06-23
2,0200828,25050.23959,1918-08-02
2,0200828,56235.00000,2003-12-19
2,0200828,59382.00000,2012-07-31
2,0200830,7374.00000,1870-03-10
2,0200830,8475.00000,1873-03-15
2,0200830,59382.00000,2012-07-31
2,0200834,7072.00000,1869-05-12
2,0200834,9112.00000,1874-12-12
2,0200834,10180.00000,1877-11-14
2,0200834,11620.00000,1881-10-24
2,0200834,16607.00000,1895-06-20
2,0200834,55840.00000,2002-11-19
2,0200834,57677.00000,2007-11-30
2,0200836,7791.00000,1871-05-01
2,0200836,50038.50038,1986-12-31
2,0200836,51864.00000,1991-12-31
2,0200836,53691.00000,1996-12-31
2,0200836,53557.00000,1996-08-19
2,0200837,7944.00000,1871-10-01
2,0200837,55840.00000,2002-11-19
2,0200837,56977.00000,2005-12-30
2,0200837,58584.00000,2010-05-25
2,0200851,12571.00000,1884-06-01
2,0200851,25050.23858,1918-08-02
2,0200863,25050.24878,1918-08-02
2,0200863,25367.00000,1919-06-15
2,0200868,15895.15416,1893-07-08
2,0200868,16528.00000,1895-04-02
2,0200868,54161.00000,1998-04-15
2,0200868,57856.00000,2008-05-27
2,0200869,12418.00000,1883-12-31
2,0200869,13925.12204,1888-02-15
2,0200869,15895.12311,1893-07-08
2,0200869,15895.12871,1893-07-08
2,0200870,12418.00000,1883-12-31
2,0200870,15895.12311,1893-07-08
2,0200871,13149.00000,1885-12-31
2,0200871,15895.12663,1893-07-08
2,0200871,56602.00000,2004-12-20
2,0200871,56567.00000,2004-11-15
2,0200872,13118.00000,1885-11-30
2,0200872,15895.13113,1893-07-08
2,0200872,19967.00000,1904-09-01
2,0200872,15895.13393,1893-07-08
2,0200872,15895.13769,1893-07-08
2,0200872,19236.00000,1902-09-01
2,0200872,15895.14489,1893-07-08
2,0200872,17776.00000,1898-09-01
2,0200872,20529.00000,1906-03-17
2,0200873,15895.14594,1893-07-08
2,0200873,14594.00000,1889-12-15
2,0200880,50382.00000,1987-12-10
2,0200880,53691.00000,1996-12-31
2,0200880,56611.00000,2004-12-29
2,0200885,15895.15849,1893-07-08
2,0200885,25050.24592,1918-08-02
2,0200885,25050.24317,1918-08-02
2,0200885,55273.00000,2001-05-01
2,0200885,58395.00000,2009-11-17
2,0200888,7056.00000,1869-04-26
2,0200888,50038.49917,1986-12-31
2,0200890,15895.13605,1893-07-08
2,0200890,16531.00000,1895-04-05
2,0200900,25050.19358,1918-08-02
2,0200900,25050.21974,1918-08-02
2,0200900,25506.00000,1919-11-01
2,0200900,26608.00000,1922-11-07
2,0200918,60630.59010,2015-12-31
2,0200918,60739.00000,2016-04-18
2,0200918,61833.00000,NA
2,0200919,60630.58987,2015-12-31
2,0200919,60739.00000,2016-04-18
2,0200923,52595.44618,1993-12-31
2,0200923,53323.00000,1995-12-29
2,0200924,53985.00000,1997-10-21
2,0200924,53946.00000,1997-09-12
2,0200924,58438.00000,2009-12-30
2,0200927,54056.00000,1997-12-31
2,0200927,56602.00000,2004-12-20
2,0200928,54056.00000,1997-12-31
2,0200928,56602.00000,2004-12-20
2,0200929,54056.00000,1997-12-31
2,0200929,56602.00000,2004-12-20
2,0200933,46020.18040,1975-12-31
2,0200933,48577.20821,1982-12-31
2,0200933,55405.00000,2001-09-10
2,0200934,46020.20456,1975-12-31
2,0200934,55405.00000,2001-09-10
2,0200960,46751.43524,1977-12-31
2,0200960,46751.37772,1977-12-31
2,0200969,54161.00000,1998-04-15
2,0200969,57856.00000,2008-05-27
2,0200970,51864.00000,1991-12-31
2,0200970,53691.00000,1996-12-31
2,0200971,51864.00000,1991-12-31
2,0200971,53691.00000,1996-12-31
2,0200975,51864.00000,1991-12-31
2,0200975,53691.00000,1996-12-31
2,0200989,51864.00000,1991-12-31
2,0200989,53691.00000,1996-12-31
2,0201013,11816.00000,1882-05-08
2,0201013,10774.00000,1879-07-01
2,0201013,11849.00000,1882-06-10
2,0201013,10788.00000,1879-07-15
2,0201013,11854.00000,1882-06-15
2,0201013,11867.00000,1882-06-28
2,0201013,6391.00000,1867-07-01
2,0201013,9241.00000,1875-04-20
2,0201013,10337.00000,1878-04-20
2,0201013,6405.00000,1867-07-15
2,0201013,4565.00000,1862-07-01
2,0201013,8546.00000,1873-05-25
2,0201013,9252.00000,1875-05-01
2,0201013,10367.00000,1878-05-20
2,0201013,11098.00000,1880-05-20
2,0201013,11853.00000,1882-06-14
2,0201014,9241.00000,1875-04-20
2,0201014,6405.00000,1867-07-15
2,0201014,10337.00000,1878-04-20
2,0201014,6391.00000,1867-07-01
2,0201014,4565.00000,1862-07-01
2,0201014,8546.00000,1873-05-25
2,0201014,9252.00000,1875-05-01
2,0201014,11098.00000,1880-05-20
2,0201014,10367.00000,1878-05-20
2,0201014,10774.00000,1879-07-01
2,0201014,10788.00000,1879-07-15
2,0201014,11816.00000,1882-05-08
2,0201014,11849.00000,1882-06-10
2,0201014,11854.00000,1882-06-15
2,0201014,11867.00000,1882-06-28
2,0201014,11853.00000,1882-06-14
2,0201015,13772.00000,1887-09-15
2,0201015,13103.00000,1885-11-15
2,0201015,13393.00000,1886-09-01
2,0201015,5205.00000,1864-04-01
2,0201015,13108.00000,1885-11-20
2,0201015,19981.00000,1904-09-15
2,0201015,26297.00000,1921-12-31
2,0201015,24974.15587,1918-05-18
2,0201015,25723.00000,1920-06-05
2,0201015,24974.15492,1918-05-18
2,0201015,24974.19981,1918-05-18
2,0201015,13468.00000,1886-11-15
2,0201018,51864.51864,1991-12-31
2,0201018,56977.00000,2005-12-30
2,0201018,58438.00000,2009-12-30
2,0201102,55840.00000,2002-11-19
2,0201102,56977.00000,2005-12-30
2,0201102,58584.00000,2010-05-25
2,0201511,55667.00000,2002-05-30
2,0201511,55882.55667,2002-12-31
2,0201511,13108.00000,1885-11-20
2,0201511,21562.00000,1909-01-13
2,0201511,21252.00000,1908-03-09
2,0201511,21150.00000,1907-11-28
2,0201511,22239.00000,1910-11-21
2,0201511,22355.00000,1911-03-17
2,0201511,58422.00000,2009-12-14
2,0201511,56247.00000,2003-12-31
2,0201511,57494.00000,2007-05-31
2,0201511,56445.00000,2004-07-16
2,0201511,58366.00000,2009-10-19
2,0201511,58438.00000,2009-12-30
2,0201511,58132.00000,2009-02-27
2,0201511,58439.00000,2009-12-31
2,0201511,59080.00000,2011-10-03
2,0201511,59167.00000,2011-12-29
2,0201511,58803.00000,2010-12-30
2,0201511,59710.00000,2013-06-24
2,0201511,60264.00000,2014-12-30
2,0201511,60750.00000,2016-04-29
2,0201511,61695.00000,NA
2,0201511,60980.00000,2016-12-15
2,0201511,61330.00000,2017-11-30
2,0202199,54776.00000,1999-12-21
2,0202199,19055.00000,1902-03-04
2,0202199,8176.00000,1872-05-20
2,0202199,20890.19055,1907-03-13
2,0202199,11841.07184,1882-06-02
2,0202199,15895.07184,1893-07-08
2,0202199,55149.00000,2000-12-28
2,0202199,3789.00000,1860-05-16
2,0202199,3804.00000,1860-05-31
2,0202199,3835.00000,1860-07-01
2,0202199,4896.00000,1863-05-28
2,0202199,4919.00000,1863-06-20
2,0202199,5592.00000,1865-04-23
2,0202199,7449.00000,1870-05-24
2,0202199,8127.00000,1872-04-01
2,0202199,13240.00000,1886-04-01
2,0202199,16549.00000,1895-04-23
2,0202199,16718.08127,1895-10-09
2,0202199,20281.00000,1905-07-12
2,0202199,4535.00000,1862-06-01
2,0202199,5538.00000,1865-02-28
2,0202199,5615.00000,1865-05-16
2,0202199,10184.00000,1877-11-18
2,0202199,10546.00000,1878-11-15
2,0202199,11647.00000,1881-11-20
2,0202199,16718.10184,1895-10-09
2,0202199,3896.00000,1860-08-31
2,0202199,4554.00000,1862-06-20
2,0202199,5295.00000,1864-06-30
2,0202242,55498.00000,2001-12-12
2,0202242,55504.00000,2001-12-18
2,0202242,58802.00000,2010-12-29
2,0202242,57340.00000,2006-12-28
2,0202242,60629.00000,2015-12-30
2,0202243,55498.00000,2001-12-12
2,0202243,55504.00000,2001-12-18
2,0202243,58802.00000,2010-12-29
2,0202243,57340.00000,2006-12-28
2,0202243,60629.00000,2015-12-30
2,0202244,55498.00000,2001-12-12
2,0202244,55504.00000,2001-12-18
2,0202244,58802.00000,2010-12-29
2,0202244,57340.00000,2006-12-28
2,0202244,60629.00000,2015-12-30
2,0202245,55498.00000,2001-12-12
2,0202245,55504.00000,2001-12-18
2,0202245,58802.00000,2010-12-29
2,0202245,57340.00000,2006-12-28
2,0202280,55091.00000,2000-10-31
2,0202280,56445.00000,2004-07-16
2,0202280,58366.00000,2009-10-19
2,0202280,58132.00000,2009-02-27
2,0202280,56151.00000,2003-09-26
2,0202280,61695.00000,NA
2,0203000,55514.00000,2001-12-28
2,0203000,4822.00000,1863-03-15
2,0203000,5205.00000,1864-04-01
2,0203000,13108.00000,1885-11-20
2,0203000,5600.00000,1865-05-01
2,0203000,9686.00000,1876-07-08
2,0203000,10901.00000,1879-11-05
2,0203000,5083.00000,1863-12-01
2,0203000,7975.00000,1871-11-01
2,0203000,4883.00000,1863-05-15
2,0203000,7739.00000,1871-03-10
2,0203000,8659.00000,1873-09-15
2,0203000,5965.00000,1866-05-01
2,0203000,11807.00000,1882-04-29
2,0203000,13393.00000,1886-09-01
2,0203000,13468.00000,1886-11-15
2,0203000,13772.00000,1887-09-15
2,0203000,26297.00000,1921-12-31
2,0203000,24974.15587,1918-05-18
2,0203000,23152.19981,1913-05-22
2,0203000,24974.15492,1918-05-18
2,0203000,25723.00000,1920-06-05
2,0203000,60629.00000,2015-12-30
2,0203004,25932.00000,1920-12-31
2,0203004,27758.00000,1925-12-31
2,0203007,13108.00000,1885-11-20
2,0203007,21562.00000,1909-01-13
2,0203007,22239.00000,1910-11-21
2,0203007,22355.00000,1911-03-17
2,0203007,58422.00000,2009-12-14
2,0203007,56247.00000,2003-12-31
2,0203007,59167.00000,2011-12-29
2,0203007,58803.00000,2010-12-30
2,0203007,60264.00000,2014-12-30
2,0203007,7603.00000,1870-10-25
2,0203007,7928.00000,1871-09-15
2,0203007,9080.00000,1874-11-10
2,0203007,10120.00000,1877-09-15
2,0203007,45655.45437,1974-12-31
2,0203007,60980.00000,2016-12-15
2,0203007,61330.00000,2017-11-30
2,0203042,57096.00000,2006-04-28
2,0203042,3744.00000,1860-04-01
2,0203042,4869.00000,1863-05-01
2,0203042,8218.00000,1872-07-01
2,0203042,11338.00000,1881-01-15
2,0203042,26110.00000,1921-06-27
2,0203050,55514.00000,2001-12-28
2,0203050,58437.00000,2009-12-29
2,0203050,4822.00000,1863-03-15
2,0203050,5205.00000,1864-04-01
2,0203050,13108.00000,1885-11-20
2,0203050,13393.00000,1886-09-01
2,0203050,13468.00000,1886-11-15
2,0203050,13772.00000,1887-09-15
2,0203050,26297.00000,1921-12-31
2,0203050,24974.15587,1918-05-18
2,0203050,23152.19981,1913-05-22
2,0203050,24974.15492,1918-05-18
2,0203050,25723.00000,1920-06-05
2,0203058,57194.00000,2006-08-04
2,0203058,58074.57194,2008-12-31
2,0203058,4883.00000,1863-05-15
2,0203058,8659.00000,1873-09-15
2,0203058,5965.00000,1866-05-01
2,0203058,11807.00000,1882-04-29
2,0203083,19055.00000,1902-03-04
2,0203083,4535.00000,1862-06-01
2,0203083,5538.00000,1865-02-28
2,0203083,5615.00000,1865-05-16
2,0203083,10184.00000,1877-11-18
2,0203083,10546.00000,1878-11-15
2,0203083,11647.00000,1881-11-20
2,0203083,16718.13224,1895-10-09
2,0203083,16718.10184,1895-10-09
2,0203083,53508.00000,1996-07-01
2,0203083,16718.04932,1895-10-09
2,0203083,4151.00000,1861-05-13
2,0203083,3792.00000,1860-05-19
2,0203083,7712.00000,1871-02-11
2,0203083,18415.00000,1900-06-02
2,0203083,3788.00000,1860-05-15
2,0203083,3804.00000,1860-05-31
2,0203083,3818.00000,1860-06-14
2,0203083,4152.00000,1861-05-14
2,0203083,4171.00000,1861-06-02
2,0203083,4180.00000,1861-06-11
2,0203083,9121.00000,1874-12-21
2,0203083,12136.00000,1883-03-24
2,0203083,16718.13966,1895-10-09
2,0203083,3789.00000,1860-05-16
2,0203083,3835.00000,1860-07-01
2,0203083,4896.00000,1863-05-28
2,0203083,4919.00000,1863-06-20
2,0203083,5592.00000,1865-04-23
2,0203083,7449.00000,1870-05-24
2,0203083,8127.00000,1872-04-01
2,0203083,13240.00000,1886-04-01
2,0203083,16549.00000,1895-04-23
2,0203083,16718.08127,1895-10-09
2,0203083,20281.00000,1905-07-12
2,0203083,3896.00000,1860-08-31
2,0203083,4554.00000,1862-06-20
2,0203083,5295.00000,1864-06-30
2,0203086,59747.00000,2013-07-31
2,0203086,3744.00000,1860-04-01
2,0203086,4869.00000,1863-05-01
2,0203086,8218.00000,1872-07-01
2,0203086,11338.00000,1881-01-15
2,0203087,57395.00000,2007-02-21
2,0203087,3744.00000,1860-04-01
2,0203087,4869.00000,1863-05-01
2,0203087,8218.00000,1872-07-01
2,0203087,11338.00000,1881-01-15
2,0203087,4883.00000,1863-05-15
2,0203087,8659.00000,1873-09-15
2,0203087,5965.00000,1866-05-01
2,0203087,11807.00000,1882-04-29
2,0203213,56613.00000,2004-12-31
2,0203213,61726.00000,NA
2,0203324,55609.00000,2002-04-02
2,0203324,5753.00000,1865-10-01
2,0203324,4688.00000,1862-11-01
2,0203324,5631.00000,1865-06-01
2,0203351,46147.00000,1976-05-06
2,0203351,48391.00000,1982-06-28
2,0203351,53482.00000,1996-06-05
2,0203352,44925.44066,1972-12-31
2,0203352,46147.00000,1976-05-06
2,0203354,43829.31014,1969-12-31
2,0203354,43829.41538,1969-12-31
2,0203358,53985.00000,1997-10-21
2,0203358,53946.00000,1997-09-12
